"","unique_id","yi","vi","ch4_n","p_num","plant_species","salinity","marsh","season","tide","lat","ch4_method_simple","climate_region","month","sampling_year"
"243",243,2.5294179424642,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","summer","mesotidal","33.600157","in situ","subtropical/warm temperate","July",2019
"244",244,2.86278377151944,3,3,"115","Phragmites australis","mesohaline","Yancheng National Natural Reserve","spring","mesotidal","33.600157","in situ","subtropical/warm temperate","May",2019
"245",245,7.29711390699252,3,3,"115","Phragmites australis","oligohaline","Yancheng National Natural Reserve","spring","mesotidal","33.600157","in situ","subtropical/warm temperate","May",2019
"246",246,4.59001056489859,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","spring","mesotidal","33.600157","in situ","subtropical/warm temperate","May",2019
"247",247,1.0454985730609,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","spring","mesotidal","33.600157","in situ","subtropical/warm temperate","May",2019
"248",248,5.52874310218627,3,3,"115","Phragmites australis","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","November",2019
"249",249,8.46479372518494,3,3,"115","Phragmites australis","oligohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","November",2019
"250",250,4.72034873130291,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","November",2019
"251",251,2.02963160879278,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","November",2019
"252",252,6.74402332689166,3,3,"115","Phragmites australis","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","September",2019
"253",253,5.87994966246227,3,3,"115","Phragmites australis","oligohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","September",2019
"254",254,7.69182292981089,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","September",2019
"255",255,4.26370889701379,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","September",2019
"256",256,5.67579249773041,3,3,"115","Phragmites australis","mesohaline","Yancheng National Natural Reserve","spring","mesotidal","33.600157","in situ","subtropical/warm temperate","May",2020
"257",257,8.42157132569799,3,3,"115","Phragmites australis","oligohaline","Yancheng National Natural Reserve","spring","mesotidal","33.600157","in situ","subtropical/warm temperate","May",2020
"258",258,3.77633254188915,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","spring","mesotidal","33.600157","in situ","subtropical/warm temperate","May",2020
"259",259,-1.6447395780742,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","spring","mesotidal","33.600157","in situ","subtropical/warm temperate","May",2020
"260",260,6.645330347977,3,3,"115","Phragmites australis","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","September",2020
"261",261,7.98475575529462,3,3,"115","Phragmites australis","oligohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","September",2020
"262",262,5.54835096553474,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","September",2020
"263",263,4.89334466949434,3,3,"115","Spartina alterniflora","mesohaline","Yancheng National Natural Reserve","fall","mesotidal","33.600157","in situ","subtropical/warm temperate","September",2020
"264",264,3.62237118750028,6,6,"118","Phragmites australis","mesohaline","La Pocatière","summer","macrotidal","47.373528","discrete","continental","August",2020
"265",265,7.69919466377594,6,6,"118","Spartina alterniflora","polyhaline","La Pocatière","summer","macrotidal","47.373528","discrete","continental","August",2020
"266",266,2.5294179424642,6,6,"118","Spartina patens","mesohaline","La Pocatière","summer","macrotidal","47.373528","discrete","continental","August",2020
"267",267,-0.516699823789038,4,4,"12","Spartina patens","polyhaline","Dipper Harbour","summer","macrotidal","45.1","discrete","continental","August",2011
"268",268,1.7863401998169,4,4,"12","Spartina patens","polyhaline","Dipper Harbour","summer","macrotidal","45.1","discrete","continental","July",2011
"269",269,0.808866935652782,4,4,"12","Spartina patens","polyhaline","Dipper Harbour","fall","macrotidal","45.1","discrete","continental","November",2011
"270",270,0.542930505457726,4,4,"12","Spartina patens","polyhaline","Dipper Harbour","fall","macrotidal","45.1","discrete","continental","October",2011
"271",271,1.41188498735611,4,4,"12","Spartina patens","polyhaline","Dipper Harbour","fall","macrotidal","45.1","discrete","continental","September",2011
"272",272,1.44809868768721,4,4,"12","Spartina patens","polyhaline","Dipper Harbour","summer","macrotidal","45.1","discrete","continental","June, July",2012
"273",273,1.01597313417969,4,4,"12","Spartina patens","polyhaline","Dipper Harbour","spring","macrotidal","45.1","discrete","continental","March",2012
"274",274,0.0199986669066095,4,4,"12","Spartina patens","mesohaline","Kouchibouguac","summer","microtidal","46.133333","discrete","continental","August",2011
"275",275,0.732668256045411,4,4,"12","Spartina patens","mesohaline","Kouchibouguac","summer","microtidal","46.133333","discrete","continental","July",2011
"276",276,0.149443120184958,4,4,"12","Spartina patens","mesohaline","Kouchibouguac","fall","microtidal","46.133333","discrete","continental","November",2011
"277",277,0.716974594095005,4,4,"12","Spartina patens","polyhaline","Kouchibouguac","fall","microtidal","46.133333","discrete","continental","October",2011
"278",278,-0.0699429590194018,4,4,"12","Spartina patens","mesohaline","Kouchibouguac","fall","microtidal","46.133333","discrete","continental","September",2011
"279",279,0.801415491253481,4,4,"12","Spartina patens","polyhaline","Kouchibouguac","spring","microtidal","46.133333","discrete","continental","April",2012
"280",280,0.31477598001879,4,4,"12","Spartina patens","polyhaline","Kouchibouguac","summer","microtidal","46.133333","discrete","continental","June",2012
"281",281,-0.902428495530462,4,4,"12","Spartina patens","mesohaline","Kouchibouguac","spring","microtidal","46.133333","discrete","continental","May",2012
"282",282,1.95307794645912,3,3,"15","Spartina alterniflora","euhaline","Freeman Creek Edge","fall","microtidal","34.596012","in situ","subtropical/warm temperate","fall",2015
"283",283,0.544129930375699,3,3,"15","Spartina alterniflora","euhaline","Freeman Creek Edge","winter","microtidal","34.596012","in situ","subtropical/warm temperate","winter",2015
"284",284,1.10889203794775,3,3,"15","Spartina alterniflora","euhaline","Freeman Creek Edge","spring","microtidal","34.596012","in situ","subtropical/warm temperate","spring",2016
"285",285,1.84673019936517,3,3,"15","Spartina alterniflora","euhaline","Freeman Creek Edge","summer","microtidal","34.596012","in situ","subtropical/warm temperate","summer",2016
"286",286,1.92378076504322,3,3,"15","Spartina alterniflora","euhaline","Freeman Creek Interior","fall","microtidal","34.596012","in situ","subtropical/warm temperate","fall",2015
"287",287,-0.0519206692804477,3,3,"15","Spartina alterniflora","euhaline","Freeman Creek Interior","winter","microtidal","34.596012","in situ","subtropical/warm temperate","winter",2015
"288",288,0.978808208811169,3,3,"15","Spartina alterniflora","euhaline","Freeman Creek Interior","spring","microtidal","34.596012","in situ","subtropical/warm temperate","spring",2016
"289",289,2.95050816202585,3,3,"15","Spartina alterniflora","euhaline","Freeman Creek Interior","summer","microtidal","34.596012","in situ","subtropical/warm temperate","summer",2016
"290",290,2.5294179424642,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","spring","microtidal","38.185172","discrete","subtropical/warm temperate","April",2015
"291",291,1.38392671373339,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","spring","microtidal","38.185172","discrete","subtropical/warm temperate","April",2015
"292",292,3.85849107692612,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","spring","microtidal","38.185172","discrete","subtropical/warm temperate","April",2015
"293",293,2.17925003654284,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","spring","microtidal","38.185172","discrete","subtropical/warm temperate","April",2015
"294",294,4.36375642719923,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","August",2015
"295",295,3.62237118750028,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","August",2015
"296",296,5.49347611258067,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","August",2015
"297",297,3.26643796099033,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","August",2015
"298",298,4.36375642719923,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","winter","microtidal","38.185172","discrete","subtropical/warm temperate","December",2015
"299",299,2.5294179424642,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","winter","microtidal","38.185172","discrete","subtropical/warm temperate","December",2015
"300",300,3.93441426268818,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","winter","microtidal","38.185172","discrete","subtropical/warm temperate","December",2015
"301",301,2.30980660008448,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","winter","microtidal","38.185172","discrete","subtropical/warm temperate","December",2015
"302",302,4.28109385113438,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","July",2015
"303",303,4.48326713221643,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","July",2015
"304",304,5.72985851860111,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","July",2015
"305",305,3.39962867403759,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","July",2015
"306",306,3.39962867403759,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","June",2015
"307",307,2.02963160879278,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","June",2015
"308",308,4.65136760651366,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","June",2015
"309",309,3.05589206748961,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","summer","microtidal","38.185172","discrete","subtropical/warm temperate","June",2015
"310",310,2.86278377151944,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","spring","microtidal","38.185172","discrete","subtropical/warm temperate","May",2015
"311",311,1.6447395780742,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","spring","microtidal","38.185172","discrete","subtropical/warm temperate","May",2015
"312",312,4.59001056489859,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","spring","microtidal","38.185172","discrete","subtropical/warm temperate","May",2015
"313",313,2.42553491805623,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","spring","microtidal","38.185172","discrete","subtropical/warm temperate","May",2015
"314",314,3.21779665038004,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","Novemeber",2015
"315",315,4.24601644622301,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","Novemeber",2015
"316",316,2.93135739802743,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","Novemeber",2015
"317",317,2.17925003654284,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","Novemeber",2015
"318",318,3.85849107692612,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","October",2015
"319",319,4.53806211689914,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","October",2015
"320",320,5.06468661559736,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","October",2015
"321",321,2.86278377151944,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","October",2015
"322",322,4.63939362155795,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","September",2015
"323",323,3.44036338292407,5,5,"17","Juncus sp.","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","September",2015
"324",324,5.71353197013842,5,5,"17","Spartina alterniflora","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","September",2015
"325",325,2.42553491805623,5,5,"17","Spartina patens","mesohaline","Deal Island Peninsula","fall","microtidal","38.185172","discrete","subtropical/warm temperate","September",2015
"326",326,-2.32886415743261,6,6,"18","Spartina patens","polyhaline","West End Marsh","summer","mesotidal","42.0387","discrete","continental","August",2014
"327",327,-1.00083268643033,6,6,"18","Spartina patens","polyhaline","West End Marsh","summer","mesotidal","42.0387","discrete","continental","July",2014
"328",328,-1.13798204629337,6,6,"18","Spartina patens","polyhaline","West End Marsh","summer","mesotidal","42.0387","discrete","continental","June",2014
"329",329,-2.62268168406755,3,3,"18","Spartina patens","polyhaline","West End Marsh","spring","mesotidal","42.0387","discrete","continental","May",2014
"330",330,-0.541247586997059,6,6,"18","Spartina patens","polyhaline","West End Marsh","fall","mesotidal","42.0387","discrete","continental","November",2014
"331",331,0.597227337366397,6,6,"18","Spartina patens","polyhaline","West End Marsh","fall","mesotidal","42.0387","discrete","continental","October",2014
"332",332,-0.555886372909923,6,6,"18","Spartina patens","polyhaline","West End Marsh","fall","mesotidal","42.0387","discrete","continental","September",2014
"333",333,1.62089724754517,6,6,"18","Spartina patens","polyhaline","Rough Meadows Marsh","summer","mesotidal","42.7488","discrete","continental","August",2015
"334",334,-0.0633512972099042,6,6,"18","Spartina patens","polyhaline","Rough Meadows Marsh","summer","mesotidal","42.7488","discrete","continental","July",2015
"335",335,-1.1733798510598,6,6,"18","Spartina patens","polyhaline","Rough Meadows Marsh","summer","mesotidal","42.7488","discrete","continental","June",2015
"336",336,1.64120377707362,6,6,"18","Spartina patens","polyhaline","Rough Meadows Marsh","spring","mesotidal","42.7488","discrete","continental","May",2015
"337",337,2.43428509408316,3,3,"18","Spartina patens","polyhaline","Rough Meadows Marsh","fall","mesotidal","42.7488","discrete","continental","November",2015
"338",338,0.555961079667715,6,6,"18","Spartina patens","polyhaline","Rough Meadows Marsh","fall","mesotidal","42.7488","discrete","continental","October",2015
"339",339,0.801415491253481,3,3,"18","Spartina patens","polyhaline","Rough Meadows Marsh","fall","mesotidal","42.7488","discrete","continental","Septemeber",2015
"340",340,0,3,3,"19","Phragmites australis","mesohaline","Rough Meadows Marsh","spring","mesotidal","42.744051","discrete","continental","April",2012
"341",341,2.67201622142785,3,3,"19","Spartina alterniflora","mesohaline","Rough Meadows Marsh","spring","mesotidal","42.744051","discrete","continental","April",2012
"342",342,3.4076140880933,3,3,"19","Phragmites australis","mesohaline","Rough Meadows Marsh","summer","mesotidal","42.744051","discrete","continental","August",2012
"343",343,3.93612078367815,3,3,"19","Spartina alterniflora","polyhaline","Rough Meadows Marsh","summer","mesotidal","42.744051","discrete","continental","August",2012
"344",344,2.08741068061291,3,3,"19","Phragmites australis","mesohaline","Rough Meadows Marsh","winter","mesotidal","42.744051","discrete","continental","January",2012
"345",345,2.0947125472611,3,3,"19","Spartina alterniflora","mesohaline","Rough Meadows Marsh","winter","mesotidal","42.744051","discrete","continental","January",2012
"346",346,4.19983004195643,3,3,"19","Phragmites australis","polyhaline","Rough Meadows Marsh","summer","mesotidal","42.744051","discrete","continental","July",2012
"347",347,5.09501398607119,3,3,"19","Spartina alterniflora","mesohaline","Rough Meadows Marsh","summer","mesotidal","42.744051","discrete","continental","July",2012
"348",348,3.59806202674311,3,3,"19","Phragmites australis","mesohaline","Rough Meadows Marsh","summer","mesotidal","42.744051","discrete","continental","June",2012
"349",349,3.17978543769988,3,3,"19","Spartina alterniflora","mesohaline","Rough Meadows Marsh","summer","mesotidal","42.744051","discrete","continental","June",2012
"350",350,0,3,3,"19","Phragmites australis","mesohaline","Rough Meadows Marsh","spring","mesotidal","42.744051","discrete","continental","March",2012
"351",351,-2.42379204358752,3,3,"19","Spartina alterniflora","mesohaline","Rough Meadows Marsh","spring","mesotidal","42.744051","discrete","continental","March",2012
"352",352,3.29646680508093,3,3,"19","Phragmites australis","mesohaline","Rough Meadows Marsh","spring","mesotidal","42.744051","discrete","continental","May",2012
"353",353,9.39839215320147,3,3,"19","Spartina alterniflora","mesohaline","Rough Meadows Marsh","spring","mesotidal","42.744051","discrete","continental","May",2012
"354",354,0,3,3,"19","Phragmites australis","polyhaline","Rough Meadows Marsh","fall","mesotidal","42.744051","discrete","continental","September",2012
"355",355,2.42379204358752,3,3,"19","Spartina alterniflora","polyhaline","Rough Meadows Marsh","fall","mesotidal","42.744051","discrete","continental","September",2012
"356",356,1.0454985730609,18,18,"2","Salicornia sp.","oligohaline","Tollesbury Marshes Natural Low","summer","macrotidal","51.66667","discrete","oceanic","July",2010
"357",357,1.0454985730609,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","spring","macrotidal","53.6875","discrete","oceanic","April",2009
"358",358,1.6447395780742,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","summer","macrotidal","53.6875","discrete","oceanic","August",2009
"359",359,1.6447395780742,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","winter","macrotidal","53.6875","discrete","oceanic","December",2009
"360",360,2.7891947442165,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","winter","macrotidal","53.6875","discrete","oceanic","February",2009
"361",361,2.62363073595985,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","summer","macrotidal","53.6875","discrete","oceanic","July",2009
"362",362,2.93135739802743,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","summer","macrotidal","53.6875","discrete","oceanic","June",2009
"363",363,-2.62363073595985,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","spring","macrotidal","53.6875","discrete","oceanic","March",2009
"364",364,1.0454985730609,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","spring","macrotidal","53.6875","discrete","oceanic","May",2009
"365",365,3.47950666823078,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","fall","macrotidal","53.6875","discrete","oceanic","November",2009
"366",366,3.166676243712,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","fall","macrotidal","53.6875","discrete","oceanic","October",2009
"367",367,2.93135739802743,6,6,"21","Elytrigia repens","oligohaline","Crossens Marsh","fall","macrotidal","53.6875","discrete","oceanic","September",2009
"368",368,5.63211850675449,9,9,"22","Spartina alterniflora","mesohaline","Zhangjiang River Estuary Mangrove National Natural Reserve","summer","mesotidal","23.920833","discrete","subtropical/warm temperate","May, June, July",2016
"369",369,4.32563120438929,6,6,"24","Spartina alterniflora","polyhaline","Plum Island, West Creek","summer","mesotidal","42.798611","in situ","continental","August",2015
"370",370,2.96996846500864,6,6,"24","Spartina alterniflora","polyhaline","Plum Island, West Creek","summer","mesotidal","42.798611","in situ","continental","July",2015
"371",371,2.56776895483546,6,6,"24","Spartina alterniflora","polyhaline","Plum Island, West Creek","summer","mesotidal","42.798611","in situ","continental","August",2016
"372",372,2.93243390220638,6,6,"24","Spartina alterniflora","polyhaline","Plum Island, West Creek","summer","mesotidal","42.798611","in situ","continental","July",2016
"373",373,3.33632342593027,6,6,"24","Spartina alterniflora","polyhaline","Plum Island, West Creek","summer","mesotidal","42.798611","in situ","continental","July",2016
"374",374,2.96996846500864,6,6,"24","Spartina alterniflora","polyhaline","Plum Island, West Creek","summer","mesotidal","42.798611","in situ","continental","June",2016
"375",375,3.38621356806273,6,6,"24","Spartina alterniflora","polyhaline","Plum Island, West Creek","summer","mesotidal","42.798611","in situ","continental","June",2016
"376",376,3.68682342827869,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","spring","mesotidal","53.4397","discrete","oceanic","April",1994
"377",377,5.84463606267448,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","spring","mesotidal","53.4397","discrete","oceanic","April",1994
"378",378,1.37161297070138,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","August",1994
"379",379,4.8164865444136,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","August",1994
"380",380,0,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","winter","mesotidal","53.4397","discrete","oceanic","December",1994
"381",381,0,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","winter","mesotidal","53.4397","discrete","oceanic","December",1994
"382",382,6.37682350873998,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","July",1994
"383",383,5.94500442486953,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","July",1994
"384",384,5.63193261030153,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","June",1994
"385",385,5.41436193273143,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","June",1994
"386",386,4.64340103349432,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","spring","mesotidal","53.4397","discrete","oceanic","May",1994
"387",387,5.17543811072714,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","spring","mesotidal","53.4397","discrete","oceanic","May",1994
"388",388,1.37161297070138,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","November",1994
"389",389,4.40011283822083,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","November",1994
"390",390,2.24116328161732,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","October",1994
"391",391,5.41436193273143,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","October",1994
"392",392,3.53700695255023,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","September",1994
"393",393,5.37617833348676,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","September",1994
"394",394,1.89363761831341,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","winter","mesotidal","53.4397","discrete","oceanic","February",1995
"395",395,2.97988398660791,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","winter","mesotidal","53.4397","discrete","oceanic","February",1995
"396",396,1.37161297070138,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","winter","mesotidal","53.4397","discrete","oceanic","January",1995
"397",397,2.64587357135217,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","winter","mesotidal","53.4397","discrete","oceanic","January",1995
"398",398,3.1445829139703,3.5,3,"25","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","spring","mesotidal","53.4397","discrete","oceanic","March",1995
"399",399,3.11281158308295,3.5,3,"25","Spartina angelica","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","spring","mesotidal","53.4397","discrete","oceanic","March",1995
"400",400,-0.00670094985139831,3.5,3,"26","Puccinellia maritima","polyhaline","Neuwarpeler Aussengroden","summer","mesotidal","53.398328","discrete","oceanic","June",1995
"401",401,-0.00501297900398124,3.5,3,"26","Salicornia sp.","polyhaline","Neuwarpeler Aussengroden","summer","mesotidal","53.398328","discrete","oceanic","June",1995
"402",402,0.0334457641392526,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","spring","mesotidal","53.4397","discrete","oceanic","April",1994
"403",403,0.00334999373413581,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","August",1994
"404",404,0,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","winter","mesotidal","53.4397","discrete","oceanic","December",1994
"405",405,0.487113483101089,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","July",1994
"406",406,0.240132518361202,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","summer","mesotidal","53.4397","discrete","oceanic","June",1994
"407",407,0.0934927388027121,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","spring","mesotidal","53.4397","discrete","oceanic","May",1994
"408",408,0.00501297900398124,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","Novemebr",1994
"409",409,0.0117127321902595,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","October",1994
"410",410,0.0417768467167919,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","fall","mesotidal","53.4397","discrete","oceanic","Septemebr",1994
"411",411,0.00501297900398124,3.5,3,"26","Puccinellia maritima","polyhaline","Sehestedter Außendeichsmoor at the German North Sea coast","winter","mesotidal","53.4397","discrete","oceanic","January",1995
"412",412,5.49674748290842,10,10,"27","Spartina alterniflora","mesohaline","St Jones Reserve","summer","microtidal","39.089962","in situ","subtropical/warm temperate","August",2020
"413",413,2.01453689436098,10,10,"27","Spartina alterniflora","mesohaline","St Jones Reserve","winter","microtidal","39.089962","in situ","subtropical/warm temperate","December",2020
"414",414,5.14481954896166,10,10,"27","Spartina alterniflora","mesohaline","St Jones Reserve","summer","microtidal","39.089962","in situ","subtropical/warm temperate","July",2020
"415",415,4.12610394562816,5,5,"27","Spartina alterniflora","mesohaline","St Jones Reserve","summer","microtidal","39.089962","in situ","subtropical/warm temperate","June",2020
"416",416,3.45904381179292,15,15,"27","Spartina alterniflora","mesohaline","St Jones Reserve","spring","microtidal","39.089962","in situ","subtropical/warm temperate","May",2020
"417",417,2.28335716932241,10,10,"27","Spartina alterniflora","mesohaline","St Jones Reserve","fall","microtidal","39.089962","in situ","subtropical/warm temperate","November",2020
"418",418,3.81031026962191,10,10,"27","Spartina alterniflora","mesohaline","St Jones Reserve","fall","microtidal","39.089962","in situ","subtropical/warm temperate","October",2020
"419",419,5.56173674208997,10,10,"27","Spartina alterniflora","mesohaline","St Jones Reserve","fall","microtidal","39.089962","in situ","subtropical/warm temperate","September",2020
